Timestamp,Pressure (Pa),DHT11 Temperature (°C),DHT11 Humidity (%),Raindrops Voltage (mV),Raindrops Category,LDR Voltage (mV),LDR Category
10/7/2024 10:04:44,97256.8125,30.100000381469700,76.0,0,No Rain,807,Overcast
10/7/2024 10:04:53,97256.8125,30.100000381469700,76.0,0,No Rain,793,Overcast
10/7/2024 10:05:02,97256.8125,30.100000381469700,76.0,0,No Rain,803,Overcast
10/7/2024 10:05:11,97256.8125,30.200000762939500,76.0,0,No Rain,791,Overcast
10/7/2024 10:05:20,97256.8125,30.200000762939500,76.0,0,No Rain,801,Overcast
10/7/2024 10:05:29,97256.8125,30.200000762939500,76.0,0,No Rain,786,Overcast
10/7/2024 10:05:38,97256.8125,30.200000762939500,76.0,0,No Rain,800,Overcast
10/7/2024 10:05:47,97256.8125,30.200000762939500,76.0,0,No Rain,793,Overcast
10/7/2024 10:05:56,97256.8125,30.200000762939500,76.0,0,No Rain,800,Overcast
10/7/2024 10:06:05,97256.8125,30.200000762939500,76.0,0,No Rain,789,Overcast
10/7/2024 10:06:14,97256.8125,30.200000762939500,76.0,0,No Rain,784,Overcast
10/7/2024 10:06:23,97256.8125,30.299999237060500,76.0,0,No Rain,785,Overcast
10/7/2024 10:06:32,97256.8125,30.299999237060500,76.0,0,No Rain,802,Overcast
10/7/2024 10:06:41,97256.8125,30.299999237060500,76.0,0,No Rain,800,Overcast
10/7/2024 10:06:50,97256.8125,30.299999237060500,76.0,0,No Rain,805,Overcast
10/7/2024 10:06:59,97256.8125,30.299999237060500,76.0,0,No Rain,790,Overcast
10/7/2024 10:07:08,97256.8125,30.299999237060500,76.0,0,No Rain,797,Overcast
10/7/2024 10:07:17,97256.8125,30.399999618530300,76.0,0,No Rain,804,Overcast
10/7/2024 10:07:26,97256.8125,30.299999237060500,76.0,0,No Rain,783,Overcast
10/7/2024 10:07:35,97256.8125,30.399999618530300,76.0,0,No Rain,805,Overcast
10/7/2024 10:07:44,97256.8125,30.399999618530300,76.0,0,No Rain,792,Overcast
10/7/2024 10:07:53,97256.8125,30.399999618530300,76.0,0,No Rain,804,Overcast
10/7/2024 10:08:02,97256.8125,30.399999618530300,76.0,0,No Rain,798,Overcast
10/7/2024 10:08:11,97256.8125,30.399999618530300,76.0,0,No Rain,805,Overcast
10/7/2024 10:08:20,97256.8125,30.399999618530300,76.0,0,No Rain,796,Overcast
10/7/2024 10:08:29,97256.8125,30.299999237060500,76.0,0,No Rain,812,Overcast
10/7/2024 10:08:38,97256.8125,30.399999618530300,76.0,0,No Rain,794,Overcast
10/7/2024 10:08:47,97256.8125,30.399999618530300,76.0,0,No Rain,809,Overcast
10/7/2024 10:08:56,97256.8125,30.399999618530300,76.0,0,No Rain,804,Overcast
10/7/2024 10:09:05,97256.8125,30.5,76.0,0,No Rain,801,Overcast
10/7/2024 10:09:14,97256.8125,30.399999618530300,76.0,0,No Rain,925,Overcast
10/7/2024 10:09:23,97256.8125,30.399999618530300,76.0,0,No Rain,892,Overcast
10/7/2024 10:09:32,97256.8125,30.399999618530300,76.0,0,No Rain,801,Overcast
10/7/2024 10:09:41,97256.8125,30.399999618530300,76.0,0,No Rain,796,Overcast
10/7/2024 10:09:50,97256.8125,30.399999618530300,76.0,0,No Rain,933,Overcast
10/7/2024 10:09:59,97256.8125,30.399999618530300,76.0,0,No Rain,917,Overcast
10/7/2024 10:10:08,97256.8125,30.399999618530300,76.0,0,No Rain,906,Overcast
10/7/2024 10:10:17,97256.8125,30.399999618530300,76.0,0,No Rain,834,Overcast
10/7/2024 10:10:26,97256.8125,30.399999618530300,76.0,0,No Rain,837,Overcast
10/7/2024 10:10:35,97256.8125,30.5,76.0,0,No Rain,861,Overcast
10/7/2024 10:10:44,97256.8125,30.5,76.0,0,No Rain,880,Overcast
10/7/2024 10:10:53,97256.8125,30.399999618530300,76.0,0,No Rain,867,Overcast
10/7/2024 10:11:02,97256.8125,30.399999618530300,76.0,0,No Rain,881,Overcast
10/7/2024 10:11:11,97256.8125,30.5,76.0,0,No Rain,896,Overcast
10/7/2024 10:11:20,97256.8125,30.399999618530300,76.0,0,No Rain,881,Overcast
10/7/2024 10:11:29,97256.8125,30.5,76.0,0,No Rain,868,Overcast
10/7/2024 10:11:38,97256.8125,30.5,76.0,0,No Rain,861,Overcast
10/7/2024 10:11:47,97256.8125,30.5,76.0,0,No Rain,869,Overcast
10/7/2024 10:11:56,97256.8125,30.600000381469700,76.0,0,No Rain,868,Overcast
10/7/2024 10:12:05,97256.8125,30.600000381469700,75.0,0,No Rain,880,Overcast
10/7/2024 10:12:14,97256.8125,30.600000381469700,76.0,0,No Rain,878,Overcast
10/7/2024 10:12:23,97256.8125,30.600000381469700,75.0,0,No Rain,881,Overcast
10/7/2024 10:12:32,97256.8125,30.600000381469700,75.0,0,No Rain,881,Overcast
10/7/2024 10:12:41,97256.8125,30.600000381469700,75.0,0,No Rain,888,Overcast
10/7/2024 10:12:50,97256.8125,30.600000381469700,75.0,0,No Rain,880,Overcast
10/7/2024 10:12:59,97256.8125,30.5,75.0,0,No Rain,892,Overcast
10/7/2024 10:13:08,97256.8125,30.600000381469700,75.0,0,No Rain,880,Overcast
10/7/2024 10:13:17,97256.8125,30.600000381469700,75.0,0,No Rain,897,Overcast
10/7/2024 10:13:26,97256.8125,30.600000381469700,75.0,0,No Rain,866,Overcast
10/7/2024 10:13:35,97240.75,30.600000381469700,75.0,0,No Rain,887,Overcast
10/7/2024 10:13:44,97240.75,30.600000381469700,75.0,0,No Rain,883,Overcast
10/7/2024 10:13:53,97240.75,30.600000381469700,75.0,0,No Rain,876,Overcast
10/7/2024 10:14:02,97240.75,30.600000381469700,75.0,0,No Rain,880,Overcast
10/7/2024 10:14:11,97240.75,30.700000762939500,75.0,0,No Rain,893,Overcast
10/7/2024 10:14:20,97240.75,30.700000762939500,75.0,0,No Rain,873,Overcast
10/7/2024 10:14:29,97240.75,30.700000762939500,75.0,0,No Rain,868,Overcast
10/7/2024 10:14:38,97240.75,30.600000381469700,75.0,0,No Rain,873,Overcast
10/7/2024 10:14:47,97240.75,30.700000762939500,75.0,0,No Rain,873,Overcast
10/7/2024 10:14:56,97240.75,30.700000762939500,75.0,0,No Rain,885,Overcast
10/7/2024 10:15:05,97240.75,30.700000762939500,75.0,0,No Rain,887,Overcast
10/7/2024 10:15:14,97240.75,30.700000762939500,75.0,0,No Rain,871,Overcast
10/7/2024 10:15:23,97240.75,30.700000762939500,75.0,0,No Rain,897,Overcast
10/7/2024 10:15:32,97240.75,30.700000762939500,75.0,0,No Rain,887,Overcast
10/7/2024 10:15:41,97240.75,30.700000762939500,75.0,0,No Rain,865,Overcast
10/7/2024 10:15:50,97240.75,30.700000762939500,75.0,0,No Rain,867,Overcast
10/7/2024 10:15:59,97240.75,30.799999237060500,75.0,0,No Rain,885,Overcast
10/7/2024 10:16:08,97240.75,30.799999237060500,75.0,0,No Rain,871,Overcast
10/7/2024 10:16:17,97240.75,30.799999237060500,75.0,0,No Rain,887,Overcast
10/7/2024 10:16:26,97240.75,30.700000762939500,75.0,0,No Rain,860,Overcast
10/7/2024 10:16:35,97240.75,30.799999237060500,75.0,0,No Rain,877,Overcast
10/7/2024 10:16:44,97240.75,30.899999618530300,75.0,0,No Rain,865,Overcast
10/7/2024 10:16:53,97240.75,30.799999237060500,75.0,0,No Rain,869,Overcast
10/7/2024 10:17:02,97240.75,30.899999618530300,75.0,0,No Rain,855,Overcast
10/7/2024 10:17:11,97240.75,30.899999618530300,75.0,0,No Rain,845,Overcast
10/7/2024 10:17:20,97240.75,30.899999618530300,75.0,0,No Rain,857,Overcast
10/7/2024 10:17:29,97240.75,30.899999618530300,74.0,0,No Rain,858,Overcast
10/7/2024 10:17:38,97240.75,30.899999618530300,74.0,0,No Rain,852,Overcast
10/7/2024 10:17:47,97240.75,30.799999237060500,74.0,0,No Rain,841,Overcast
10/7/2024 10:17:56,97240.75,30.799999237060500,75.0,0,No Rain,859,Overcast
10/7/2024 10:18:05,97240.75,30.899999618530300,74.0,0,No Rain,868,Overcast
10/7/2024 10:18:14,97240.75,30.899999618530300,74.0,0,No Rain,888,Overcast
10/7/2024 10:18:23,97240.75,30.899999618530300,74.0,0,No Rain,865,Overcast
10/7/2024 10:18:32,97240.75,30.899999618530300,74.0,0,No Rain,884,Overcast
10/7/2024 10:18:41,97240.75,30.899999618530300,74.0,0,No Rain,876,Overcast
10/7/2024 10:18:50,97240.75,30.899999618530300,74.0,0,No Rain,873,Overcast
10/7/2024 10:18:59,97240.75,31.0,75.0,0,No Rain,863,Overcast
10/7/2024 10:19:08,97240.75,30.899999618530300,74.0,0,No Rain,861,Overcast
10/7/2024 10:19:17,97240.75,30.899999618530300,74.0,0,No Rain,860,Overcast
10/7/2024 10:19:26,97240.75,30.899999618530300,75.0,0,No Rain,865,Overcast
10/7/2024 10:19:35,97224.6875,30.899999618530300,74.0,0,No Rain,858,Overcast
10/7/2024 10:19:44,97240.75,31.0,76.0,0,No Rain,871,Overcast
10/7/2024 10:19:53,97240.75,31.0,76.0,0,No Rain,868,Overcast
10/7/2024 10:20:02,97240.75,30.899999618530300,75.0,0,No Rain,884,Overcast
10/7/2024 10:20:11,97224.6875,30.899999618530300,75.0,0,No Rain,887,Overcast
10/7/2024 10:20:20,97224.6875,31.0,76.0,0,No Rain,897,Overcast
10/7/2024 10:20:29,97224.6875,30.899999618530300,75.0,0,No Rain,884,Overcast
10/7/2024 10:20:38,97224.6875,30.899999618530300,75.0,0,No Rain,881,Overcast
10/7/2024 10:20:47,97224.6875,30.899999618530300,75.0,0,No Rain,897,Overcast
10/7/2024 10:20:56,97224.6875,30.899999618530300,75.0,0,No Rain,901,Overcast
10/7/2024 10:21:05,97224.6875,30.899999618530300,75.0,0,No Rain,899,Overcast
10/7/2024 10:21:14,97224.6875,30.899999618530300,75.0,0,No Rain,919,Overcast
10/7/2024 10:21:23,97224.6875,31.0,76.0,0,No Rain,908,Overcast
10/7/2024 10:21:32,97224.6875,31.0,76.0,0,No Rain,903,Overcast
10/7/2024 10:21:41,97224.6875,31.100000381469700,76.0,0,No Rain,913,Overcast
10/7/2024 10:21:50,97224.6875,30.899999618530300,75.0,0,No Rain,899,Overcast
10/7/2024 10:21:59,97224.6875,31.0,76.0,0,No Rain,917,Overcast
10/7/2024 10:22:08,97224.6875,30.899999618530300,75.0,0,No Rain,898,Overcast
10/7/2024 10:22:17,97224.6875,30.899999618530300,75.0,0,No Rain,893,Overcast
10/7/2024 10:22:26,97224.6875,31.0,76.0,0,No Rain,884,Overcast
10/7/2024 10:22:35,97224.6875,31.100000381469700,76.0,0,No Rain,881,Overcast
10/7/2024 10:22:44,97224.6875,30.899999618530300,75.0,0,No Rain,897,Overcast
10/7/2024 10:22:53,97224.6875,31.0,76.0,0,No Rain,903,Overcast
10/7/2024 10:23:02,97224.6875,31.0,76.0,0,No Rain,887,Overcast
10/7/2024 10:23:11,97224.6875,31.0,76.0,0,No Rain,875,Overcast
10/7/2024 10:23:20,97224.6875,31.0,76.0,0,No Rain,879,Overcast
10/7/2024 10:23:29,97224.6875,31.0,76.0,0,No Rain,895,Overcast
10/7/2024 10:23:38,97224.6875,31.0,76.0,0,No Rain,897,Overcast
10/7/2024 10:23:47,97224.6875,31.0,76.0,0,No Rain,890,Overcast
10/7/2024 10:23:56,97224.6875,31.100000381469700,76.0,0,No Rain,900,Overcast
10/7/2024 10:24:05,97224.6875,31.100000381469700,76.0,0,No Rain,909,Overcast
10/7/2024 10:24:14,97224.6875,31.0,76.0,0,No Rain,922,Overcast
10/7/2024 10:24:23,97224.6875,31.0,76.0,0,No Rain,891,Overcast
10/7/2024 10:24:32,97224.6875,31.100000381469700,76.0,0,No Rain,913,Overcast
10/7/2024 10:24:41,97224.6875,31.100000381469700,76.0,0,No Rain,921,Overcast
10/7/2024 10:24:50,97224.6875,31.100000381469700,76.0,0,No Rain,915,Overcast
10/7/2024 10:24:59,97224.6875,31.100000381469700,76.0,0,No Rain,899,Overcast
10/7/2024 10:25:08,97224.6875,31.100000381469700,76.0,0,No Rain,888,Overcast
10/7/2024 10:25:17,97224.6875,31.100000381469700,76.0,0,No Rain,897,Overcast
10/7/2024 10:25:26,97224.6875,31.100000381469700,76.0,0,No Rain,903,Overcast
10/7/2024 10:25:35,97224.6875,31.100000381469700,76.0,0,No Rain,889,Overcast
10/7/2024 10:25:44,97224.6875,31.200000762939500,76.0,0,No Rain,934,Overcast
10/7/2024 10:25:53,97224.6875,31.100000381469700,76.0,0,No Rain,905,Overcast
10/7/2024 10:26:02,97224.6875,31.100000381469700,76.0,0,No Rain,904,Overcast
10/7/2024 10:26:11,97224.6875,31.100000381469700,76.0,0,No Rain,935,Overcast
10/7/2024 10:26:20,97224.6875,31.100000381469700,76.0,0,No Rain,912,Overcast
10/7/2024 10:26:29,97224.6875,31.200000762939500,76.0,0,No Rain,913,Overcast
10/7/2024 10:26:38,97224.6875,31.100000381469700,76.0,0,No Rain,922,Overcast
10/7/2024 10:26:47,97224.6875,31.100000381469700,76.0,0,No Rain,926,Overcast
10/7/2024 10:26:56,97224.6875,31.100000381469700,76.0,0,No Rain,919,Overcast
10/7/2024 10:27:05,97224.6875,31.100000381469700,76.0,0,No Rain,906,Overcast
10/7/2024 10:27:14,97224.6875,31.100000381469700,76.0,0,No Rain,923,Overcast
10/7/2024 10:27:23,97224.6875,31.0,76.0,0,No Rain,907,Overcast
10/7/2024 10:27:32,97224.6875,31.100000381469700,76.0,0,No Rain,908,Overcast
10/7/2024 10:27:41,97206.6875,31.100000381469700,76.0,0,No Rain,897,Overcast
10/7/2024 10:27:50,97206.6875,31.100000381469700,76.0,0,No Rain,897,Overcast
10/7/2024 10:27:59,97206.6875,31.200000762939500,76.0,0,No Rain,904,Overcast
10/7/2024 10:28:08,97206.6875,31.100000381469700,76.0,0,No Rain,903,Overcast
10/7/2024 10:28:17,97206.6875,31.100000381469700,76.0,0,No Rain,892,Overcast
10/7/2024 10:28:26,97206.6875,31.100000381469700,76.0,0,No Rain,885,Overcast
10/7/2024 10:28:35,97206.6875,31.200000762939500,76.0,0,No Rain,895,Overcast
10/7/2024 10:28:44,97206.6875,31.200000762939500,76.0,0,No Rain,893,Overcast
10/7/2024 10:28:53,97206.6875,31.200000762939500,76.0,0,No Rain,915,Overcast
10/7/2024 10:29:02,97206.6875,31.200000762939500,76.0,0,No Rain,917,Overcast
10/7/2024 10:29:11,97206.6875,31.299999237060500,76.0,0,No Rain,914,Overcast
10/7/2024 10:29:20,97206.6875,31.299999237060500,76.0,0,No Rain,909,Overcast
10/7/2024 10:29:29,97206.6875,31.200000762939500,76.0,0,No Rain,912,Overcast
10/7/2024 10:29:38,97206.6875,31.100000381469700,76.0,0,No Rain,918,Overcast
10/7/2024 10:29:47,97206.6875,31.100000381469700,76.0,0,No Rain,919,Overcast
10/7/2024 10:29:56,97206.6875,31.100000381469700,76.0,0,No Rain,907,Overcast
10/7/2024 10:30:05,97206.6875,31.200000762939500,75.0,0,No Rain,899,Overcast
10/7/2024 10:30:14,97206.6875,31.200000762939500,75.0,0,No Rain,890,Overcast
10/7/2024 10:30:23,97206.6875,31.299999237060500,75.0,0,No Rain,874,Overcast
10/7/2024 10:30:32,97206.6875,31.299999237060500,75.0,0,No Rain,891,Overcast
10/7/2024 10:30:41,97206.6875,31.299999237060500,75.0,0,No Rain,903,Overcast
10/7/2024 10:30:50,97206.6875,31.299999237060500,75.0,0,No Rain,889,Overcast
10/7/2024 10:30:59,97206.6875,31.100000381469700,75.0,0,No Rain,908,Overcast
10/7/2024 10:31:08,97206.6875,31.200000762939500,75.0,0,No Rain,892,Overcast
10/7/2024 10:31:17,97206.6875,31.200000762939500,76.0,0,No Rain,912,Overcast
10/7/2024 10:31:26,97206.6875,31.100000381469700,76.0,0,No Rain,903,Overcast
10/7/2024 10:31:35,97206.6875,31.200000762939500,76.0,0,No Rain,928,Overcast
10/7/2024 10:31:44,97206.6875,31.200000762939500,75.0,0,No Rain,917,Overcast
10/7/2024 10:31:53,97206.6875,31.299999237060500,75.0,0,No Rain,918,Overcast
10/7/2024 10:32:02,97206.6875,31.299999237060500,75.0,0,No Rain,935,Overcast
10/7/2024 10:32:11,97206.6875,31.200000762939500,75.0,0,No Rain,944,Overcast
10/7/2024 10:32:20,97206.6875,31.200000762939500,75.0,0,No Rain,913,Overcast
10/7/2024 10:32:29,97206.6875,31.200000762939500,75.0,0,No Rain,913,Overcast
10/7/2024 10:32:38,97206.6875,31.299999237060500,75.0,0,No Rain,912,Overcast
10/7/2024 10:32:47,97206.6875,31.200000762939500,75.0,0,No Rain,907,Overcast
10/7/2024 10:32:56,97206.6875,31.399999618530300,75.0,0,No Rain,933,Overcast
10/7/2024 10:33:05,97206.6875,31.399999618530300,75.0,0,No Rain,1025,Overcast
10/7/2024 10:33:14,97206.6875,31.399999618530300,75.0,0,No Rain,1029,Overcast
10/7/2024 10:33:23,97206.6875,31.399999618530300,75.0,0,No Rain,1008,Overcast
10/7/2024 10:33:32,97206.6875,31.299999237060500,75.0,0,No Rain,1041,Overcast
10/7/2024 10:33:41,97206.6875,31.299999237060500,76.0,0,No Rain,1001,Overcast
10/7/2024 10:33:50,97206.6875,31.100000381469700,76.0,0,No Rain,1003,Overcast
10/7/2024 10:33:59,97206.6875,31.299999237060500,76.0,0,No Rain,985,Overcast
10/7/2024 10:34:08,97206.6875,31.299999237060500,76.0,0,No Rain,951,Overcast
10/7/2024 10:34:17,97206.6875,31.299999237060500,76.0,0,No Rain,939,Overcast
10/7/2024 10:34:26,97206.6875,31.299999237060500,76.0,0,No Rain,955,Overcast
10/7/2024 10:34:35,97206.6875,31.299999237060500,76.0,0,No Rain,963,Overcast
10/7/2024 10:34:44,97206.6875,31.299999237060500,76.0,0,No Rain,951,Overcast
10/7/2024 10:34:53,97206.6875,31.399999618530300,76.0,0,No Rain,930,Overcast
10/7/2024 10:35:02,97206.6875,31.299999237060500,76.0,0,No Rain,974,Overcast
10/7/2024 10:35:11,97206.6875,31.100000381469700,76.0,0,No Rain,979,Overcast
10/7/2024 10:35:20,97206.6875,31.299999237060500,77.0,0,No Rain,967,Overcast
10/7/2024 10:35:29,97190.6875,31.200000762939500,77.0,0,No Rain,970,Overcast
10/7/2024 10:35:38,97206.6875,31.399999618530300,77.0,0,No Rain,945,Overcast
10/7/2024 10:35:47,97206.6875,31.399999618530300,77.0,0,No Rain,900,Overcast
10/7/2024 10:35:56,97206.6875,31.399999618530300,77.0,0,No Rain,892,Overcast
10/7/2024 10:36:05,97206.6875,31.200000762939500,77.0,0,No Rain,901,Overcast
10/7/2024 10:36:14,97206.6875,31.299999237060500,77.0,0,No Rain,885,Overcast
10/7/2024 10:36:23,97190.6875,31.399999618530300,77.0,0,No Rain,891,Overcast
10/7/2024 10:36:32,97190.6875,31.399999618530300,77.0,0,No Rain,887,Overcast
10/7/2024 10:36:41,97190.6875,31.299999237060500,77.0,0,No Rain,880,Overcast
10/7/2024 10:36:50,97190.6875,31.299999237060500,76.0,0,No Rain,899,Overcast
10/7/2024 10:36:59,97190.6875,31.299999237060500,77.0,0,No Rain,900,Overcast
10/7/2024 10:37:08,97190.6875,31.399999618530300,76.0,0,No Rain,883,Overcast
10/7/2024 10:37:17,97190.6875,31.399999618530300,76.0,0,No Rain,883,Overcast
10/7/2024 10:37:26,97190.6875,31.299999237060500,76.0,0,No Rain,883,Overcast
10/7/2024 10:37:35,97190.6875,31.299999237060500,76.0,0,No Rain,875,Overcast
10/7/2024 10:37:44,97190.6875,31.399999618530300,76.0,0,No Rain,878,Overcast
10/7/2024 10:37:53,97190.6875,31.399999618530300,76.0,0,No Rain,898,Overcast
10/7/2024 10:38:02,97190.6875,31.299999237060500,76.0,0,No Rain,860,Overcast
10/7/2024 10:38:11,97190.6875,31.299999237060500,76.0,0,No Rain,851,Overcast
10/7/2024 10:38:20,97190.6875,31.399999618530300,77.0,0,No Rain,855,Overcast
10/7/2024 10:38:29,97190.6875,31.399999618530300,77.0,0,No Rain,860,Overcast
10/7/2024 10:38:38,97190.6875,31.399999618530300,77.0,0,No Rain,876,Overcast
10/7/2024 10:38:47,97190.6875,31.399999618530300,77.0,0,No Rain,844,Overcast
10/7/2024 10:38:56,97190.6875,31.299999237060500,77.0,0,No Rain,843,Overcast
10/7/2024 10:39:05,97190.6875,31.5,76.0,0,No Rain,831,Overcast
10/7/2024 10:39:14,97190.6875,31.399999618530300,76.0,0,No Rain,838,Overcast
10/7/2024 10:39:23,97190.6875,31.5,76.0,0,No Rain,842,Overcast
10/7/2024 10:39:32,97190.6875,31.399999618530300,76.0,0,No Rain,827,Overcast
10/7/2024 10:39:41,97190.6875,31.299999237060500,76.0,0,No Rain,848,Overcast
10/7/2024 10:39:50,97190.6875,31.5,76.0,0,No Rain,848,Overcast
10/7/2024 10:39:59,97190.6875,31.399999618530300,76.0,0,No Rain,889,Overcast
10/7/2024 10:40:08,97190.6875,31.299999237060500,76.0,0,No Rain,880,Overcast
10/7/2024 10:40:17,97190.6875,31.399999618530300,76.0,0,No Rain,860,Overcast
10/7/2024 10:40:26,97190.6875,31.399999618530300,76.0,0,No Rain,864,Overcast
10/7/2024 10:40:35,97190.6875,31.399999618530300,76.0,0,No Rain,870,Overcast
10/7/2024 10:40:44,97174.6875,31.700000762939500,77.0,0,No Rain,642,Overcast
10/7/2024 10:40:53,97174.6875,31.600000381469700,77.0,0,No Rain,648,Overcast
10/7/2024 10:41:02,97174.6875,31.700000762939500,77.0,0,No Rain,651,Overcast
10/7/2024 10:41:11,97174.6875,31.600000381469700,77.0,0,No Rain,634,Overcast
10/7/2024 10:41:20,97174.6875,31.600000381469700,77.0,0,No Rain,819,Overcast
10/7/2024 10:41:29,97174.6875,31.700000762939500,77.0,0,No Rain,705,Overcast
10/7/2024 10:41:38,97174.6875,31.600000381469700,77.0,0,No Rain,689,Overcast
10/7/2024 10:41:47,97174.6875,31.600000381469700,77.0,0,No Rain,681,Overcast
10/7/2024 10:41:56,97174.6875,31.700000762939500,77.0,0,No Rain,627,Overcast
10/7/2024 10:42:05,97174.6875,31.600000381469700,77.0,0,No Rain,636,Overcast
10/7/2024 10:42:14,97174.6875,31.700000762939500,76.0,0,No Rain,629,Overcast
10/7/2024 10:42:23,97174.6875,31.600000381469700,76.0,0,No Rain,625,Overcast
10/7/2024 10:42:32,97174.6875,31.700000762939500,76.0,0,No Rain,631,Overcast
10/7/2024 10:42:41,97174.6875,31.700000762939500,76.0,0,No Rain,624,Overcast
10/7/2024 10:42:50,97174.6875,31.899999618530300,76.0,0,No Rain,624,Overcast
10/7/2024 10:42:59,97174.6875,31.700000762939500,76.0,0,No Rain,633,Overcast
10/7/2024 10:43:08,97174.6875,31.899999618530300,76.0,0,No Rain,619,Overcast
10/7/2024 10:43:17,97174.6875,31.700000762939500,76.0,0,No Rain,629,Overcast
10/7/2024 10:43:26,97174.6875,31.700000762939500,76.0,0,No Rain,620,Overcast
10/7/2024 10:43:35,97174.6875,31.899999618530300,76.0,0,No Rain,618,Overcast
10/7/2024 10:43:44,97174.6875,31.700000762939500,75.0,0,No Rain,630,Overcast
10/7/2024 10:43:53,97174.6875,31.899999618530300,75.0,0,No Rain,634,Overcast
10/7/2024 10:44:02,97174.6875,31.600000381469700,75.0,0,No Rain,624,Overcast
10/7/2024 10:44:11,97174.6875,31.700000762939500,75.0,0,No Rain,631,Overcast
10/7/2024 10:44:20,97174.6875,31.600000381469700,75.0,0,No Rain,624,Overcast
10/7/2024 10:44:29,97190.6875,31.799999237060500,75.0,0,No Rain,633,Overcast
10/7/2024 10:44:38,97190.6875,31.700000762939500,75.0,0,No Rain,629,Overcast
10/7/2024 10:44:47,97190.6875,31.600000381469700,75.0,0,No Rain,624,Overcast
10/7/2024 10:44:56,97190.6875,31.5,75.0,0,No Rain,613,Overcast
10/7/2024 10:45:05,97190.6875,31.799999237060500,75.0,0,No Rain,614,Overcast
10/7/2024 10:45:14,97190.6875,31.700000762939500,75.0,0,No Rain,747,Overcast
10/7/2024 10:45:32,97206.6875,31.5,76.0,0,No Rain,569,Overcast
10/7/2024 10:45:41,97206.6875,31.600000381469700,76.0,0,No Rain,564,Overcast
10/7/2024 10:45:50,97206.6875,31.5,76.0,0,No Rain,562,Overcast
10/7/2024 10:45:59,97206.6875,31.399999618530300,76.0,0,No Rain,566,Overcast
10/7/2024 10:46:08,97206.6875,31.5,76.0,0,No Rain,565,Overcast
10/7/2024 10:46:17,97206.6875,31.5,76.0,0,No Rain,558,Overcast
10/7/2024 10:46:26,97206.6875,31.5,76.0,0,No Rain,562,Overcast
10/7/2024 10:46:35,97206.6875,31.399999618530300,76.0,0,No Rain,560,Overcast
10/7/2024 10:46:44,97206.6875,31.5,76.0,0,No Rain,588,Overcast
10/7/2024 10:46:53,97274.75,30.0,75.0,0,No Rain,805,Overcast
10/7/2024 10:47:02,97274.75,30.0,75.0,0,No Rain,795,Overcast
10/7/2024 10:47:11,97274.75,30.0,75.0,0,No Rain,788,Overcast
10/7/2024 10:47:20,97274.75,30.0,75.0,0,No Rain,795,Overcast
10/7/2024 10:47:29,97274.75,29.899999618530300,75.0,0,No Rain,776,Overcast
10/7/2024 10:47:38,97274.75,30.0,75.0,0,No Rain,784,Overcast
